SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500650,EXCEL INDUST,B ,Q,1260.00,1307.00,1256.10,1295.30,1295.00,1269.65,157,2659,3426669.00,
500655,GARWARE POLY,X ,Q,145.55,150.50,145.50,150.10,150.50,149.20,20,1290,191391.00,
500660,GLAXOSMITH  ,A ,Q,2388.05,2454.50,2388.05,2436.20,2436.20,2412.50,230,1500,3633098.00,
500670,GUJ.NARMADA ,A ,Q,485.00,489.30,472.70,477.45,477.45,484.10,3260,200624,95716620.00,
500672,NOVARTIS    ,B ,Q,636.95,636.95,625.00,630.50,630.50,635.15,227,7309,4604603.00,
500674,SANOFI      ,A ,Q,4989.05,4989.05,4889.95,4890.00,4890.00,4942.30,63,516,2529991.00,
500676,GLAXOSMITHKL,A ,Q,6000.00,6000.00,5850.00,5873.40,5900.00,5919.05,89,262,1546815.00,
500680,PFIZER LTD. ,A ,Q,2401.45,2425.00,2340.00,2368.15,2368.15,2401.45,376,2286,5435200.00,
500690,GUJ.ST.FERT ,A ,Q,133.95,134.50,131.50,132.00,132.00,132.45,1023,154261,20451245.00,
500696,HIND UNI LT ,A ,Q,1512.15,1521.60,1495.25,1504.95,1504.95,1506.30,1916,62511,94101449.00,
500710,AKZOINDIA   ,B ,Q,1950.00,1989.95,1929.95,1968.20,1962.00,1940.45,295,1425,2801010.00,
500730,NOCIL LTD   ,B ,Q,207.70,208.25,201.35,202.30,202.30,205.70,1200,145101,29644647.00,
500770,TATA CHEM.  ,A ,Q,782.00,785.75,743.75,773.45,768.25,775.65,1984,127637,98561828.00,
500777,T.P.L.      ,B ,Q,49.90,50.10,49.15,49.55,49.25,49.65,81,10766,534067.00,
500780,ZUARIGLOB   ,B ,Q,180.75,182.25,177.00,179.60,178.50,177.15,107,3408,611740.00,
500790,NESTLE (I)  ,A ,Q,9506.60,9597.15,9498.90,9573.45,9573.45,9506.60,417,2114,20200488.00,
500800,TATAGLOBAL  ,A ,Q,286.95,286.95,251.75,255.30,255.30,287.30,12113,1470490,383728551.00,
500820,ASIAN PAINTS,A ,Q,1280.00,1306.70,1270.00,1298.45,1298.45,1289.60,1937,120706,155691291.00,
500825,BRITANIA IND,A ,Q,5481.00,5500.00,5420.00,5459.20,5450.10,5479.85,472,3237,17675878.00,
500830,COLGATE PALM,A ,Q,1102.00,1115.25,1102.00,1108.00,1109.00,1106.35,347,8820,9792622.00,
500840,EIH LTD.    ,B ,Q,171.00,173.30,169.60,172.00,171.40,171.50,124,6572,1127925.00,
500850,INDIAN HOTEL,A ,Q,139.50,141.60,135.50,136.30,136.30,139.40,348,29990,4146121.00,
500870,CASTROL     ,A ,Q,178.25,180.50,177.45,179.70,179.70,178.20,876,29405,5269488.00,
500875,ITC LTD.    ,A ,Q,282.05,287.20,282.05,284.45,284.45,283.90,2863,2418210,688231146.00,
500877,APOLLO TYRES,A ,Q,279.00,287.75,278.85,286.60,286.60,278.95,1453,130828,37213259.00,
500878,CEAT LIMITED,A ,Q,1446.45,1446.95,1426.00,1429.60,1429.60,1438.15,804,22006,31567261.00,
500890,MODI RUBBER ,T ,Q,99.30,99.30,99.30,99.30,99.30,99.30,1,2,198.00,
500940,FINOLEX IND.,A ,Q,652.90,652.90,647.00,650.65,649.50,647.00,59,1027,667975.00,
501150,CENTRUM CAP ,B ,Q,54.00,54.90,52.65,52.90,53.00,54.10,208,48682,2617703.00,
501179,OSCAR INV.  ,XT,Q,87.40,87.40,87.40,87.40,87.40,87.40,1,1,87.00,
501242,TCI FINANCE ,B ,Q,27.00,27.50,26.00,26.55,26.90,27.00,45,5523,148068.00,
501295,INDUS.INV.TR,B ,Q,130.90,131.00,130.90,131.00,131.00,129.05,11,565,73965.00,
501298,INDUS.&PRUD.,X ,Q,1234.00,1234.00,1210.25,1212.60,1210.25,1230.00,6,125,153179.00,
501301,TATA INVEST.,B ,Q,825.00,830.00,800.00,807.35,809.50,820.20,364,6730,5446908.00,
501343,MOTOR&GEN.FI,B ,Q,50.00,50.80,49.35,49.35,49.35,54.80,52,1782,88423.00,
501370,WALCHAND PF ,X ,Q,122.00,146.00,122.00,135.10,139.00,127.85,82,5212,698807.00,
501391,W.H.BRADY   ,X ,Q,175.10,175.10,169.10,169.10,169.10,176.00,7,20,3472.00,
501421,SOLIX TECHNO,XT,Q,82.20,82.20,82.20,82.20,82.20,86.50,2,200,16440.00,
501423,SHA ENG PLA ,X ,Q,1460.00,1469.90,1390.00,1401.35,1398.00,1443.40,162,1455,2061051.00,
501425,BOM.BURMAH  ,A ,Q,1565.45,1572.00,1520.00,1526.35,1526.35,1565.40,589,9673,14897912.00,
501455,GREAVES COTT,A ,Q,139.90,143.40,138.00,138.25,138.00,140.10,1069,122668,17177491.00,
501700,INDIA NIVEH ,X ,Q,44.55,44.75,44.55,44.75,44.75,44.85,29,5798,259006.00,
501831,COAST CORP  ,X ,Q,124.10,124.10,124.10,124.10,124.10,118.20,1,1,124.00,
501833,CHOWGULE ST ,XT,Q,12.46,12.46,12.44,12.44,12.44,12.47,2,330,4111.00,
501848,GLOBAL OFFS ,B ,Q,23.60,24.65,23.00,23.35,23.35,24.45,40,6608,154535.00,
502015,ASIIL       ,X ,Q,29.50,30.40,27.95,28.20,28.20,29.65,125,60351,1712570.00,
502090,SAGAR CEM.  ,B ,Q,940.00,976.15,920.85,950.70,972.45,947.70,75,840,790966.00,
502137,DECAN CEMENT,B ,Q,514.95,517.00,483.70,495.95,495.95,500.00,35,713,356783.00,
502157,MANGALAM CEM,B ,Q,307.45,308.25,304.60,304.80,304.60,309.00,11,197,60336.00,
502165,OCL INDIA L ,B ,Q,1350.00,1350.00,1290.10,1298.65,1290.10,1341.15,51,336,438400.00,
502168,N C L IND.  ,B ,Q,224.70,225.00,216.50,217.95,217.95,223.15,175,10734,2363640.00,
502175,SAURAS.CEM. ,X ,Q,72.80,72.80,69.05,69.10,69.10,71.60,64,10475,733304.00,
502180,SRI DIGV CEM,X ,Q,29.05,29.50,28.10,28.20,28.20,29.25,207,68244,1954915.00,
502219,BOROSIL GLAS,B ,Q,895.30,895.30,876.00,879.05,880.20,895.30,299,4369,3864047.00,
502281,TRIVENI GLAS,XT,Q,13.60,14.80,13.60,14.75,14.75,14.30,9,4516,63898.00,
502330,IPAPPM      ,B ,Q,340.55,344.00,336.80,337.55,338.25,340.60,156,5445,1859659.00,
502355,BALKRISH IND,A ,Q,1187.05,1213.95,1170.15,1176.15,1176.15,1198.65,671,14429,17166416.00,
502407,NATH PULP   ,X ,Q,41.00,43.00,40.00,43.00,43.00,41.60,4,200,8347.00,
502420,ORIENT PAPER,B ,Q,38.10,40.00,35.65,35.90,35.90,38.80,582,111643,4135942.00,
502445,CITADEL     ,X ,Q,44.00,44.00,40.50,41.05,41.05,42.80,9,287,11783.00,
502448,ROLLATAINER ,B ,Q,4.31,4.40,4.11,4.21,4.28,4.28,14,2803,11940.00,
502450,SESHA.PAPER ,B ,Q,940.00,940.00,917.15,932.05,932.05,945.00,15,303,282615.00,
502587,RAMA PULP   ,X ,Q,58.95,58.95,54.70,54.85,56.20,56.20,72,8550,471862.00,
502589,VAPI PAPER  ,XT,Q,27.50,27.50,27.50,27.50,27.50,28.90,1,100,2750.00,
502742,SINTEX IND. ,A ,Q,17.65,17.65,16.75,17.10,17.10,17.35,863,451946,7709129.00,
502761,BLUE BLEND  ,B ,Q,14.10,15.35,13.80,13.95,13.95,15.30,44,9158,132192.00,
502820,DCM LTD.    ,B ,Q,90.20,92.00,88.60,90.65,92.00,91.30,22,758,68623.00,
502865,FORBES & CO ,B ,Q,3570.10,3769.00,3570.00,3655.45,3679.30,3590.75,374,1609,5894694.00,
502901,JAMSHRI RANJ,XT,Q,25.40,25.40,24.90,24.90,24.90,25.40,10,2892,72260.00,
502937,KESORAM IND ,B ,Q,110.10,110.75,103.50,105.25,105.40,112.85,1212,110241,11777799.00,
502958,LAKSHMI MILL,X ,Q,4000.00,4000.00,3650.00,3742.90,3650.00,4001.55,33,195,736450.00,
502986,VARDH TEXT  ,B ,Q,1223.00,1260.00,1222.00,1246.70,1244.00,1217.65,258,2092,2605094.00,
503031,PENLAND LTD ,B ,Q,23.75,24.30,22.50,22.65,22.60,24.15,440,106599,2465461.00,
503100,PHOENIX MILL,B ,Q,644.00,659.60,630.10,652.20,653.00,610.95,721,11989,7801945.00,
503101,MARATHON NEX,B ,Q,214.75,215.00,200.00,203.90,203.00,214.80,80,2088,427487.00,
503162,REL.CHEMOTX ,X ,Q,91.00,91.00,86.55,87.55,90.00,88.70,20,507,44736.00,
503169,RUBY MILLS  ,B ,Q,381.00,403.60,378.00,384.05,378.50,380.95,259,7935,3102161.00,
503229,SIMPLEX REAL,X ,Q,92.20,92.20,92.05,92.05,92.05,87.85,6,526,48494.00,
503310,SWAN ENG    ,A ,Q,171.45,173.55,166.55,170.80,170.80,172.60,771,136101,23344927.00,
503349,VICTORIA MIL,X ,Q,3425.00,3425.00,3360.00,3360.00,3360.00,3425.00,12,19,64367.00,
503657,VEER ENERGY ,X ,Q,19.55,19.60,18.95,19.15,19.45,19.55,84,16887,324819.00,
503669,KKFIN       ,XT,Q,12.04,12.04,12.04,12.04,12.04,11.49,1,20,240.00,
503722,BANSW.SYNTEX,B ,Q,98.00,98.50,97.15,98.00,98.00,99.05,9,214,20972.00,
503804,SHRI DINESH ,X ,Q,160.15,179.00,160.10,171.90,165.05,166.50,39,1390,235912.00,
503806,SRF LIMITED ,A ,Q,2250.65,2260.00,2201.00,2220.65,2218.00,2247.95,187,1978,4411495.00,
503811,SIYARAM SILK,B ,Q,655.00,660.10,652.00,653.00,652.00,655.15,26,1125,734030.00,
503837,SHREE RAJSYN,X ,Q,12.62,12.62,12.61,12.61,12.61,13.05,2,445,5612.00,
503960,BHARAT BIJLE,B ,Q,1580.50,1580.50,1500.00,1521.45,1510.00,1560.65,494,4724,7215094.00,
504000,ELPRO INTER ,X ,Q,63.15,64.20,61.20,62.50,62.00,63.00,319,449239,27702372.00,
504008,EMCO LTD.   ,T ,Q,9.02,9.47,9.01,9.01,9.01,9.48,47,13993,126314.00,
504028,GEE LTD     ,X ,Q,31.90,31.90,30.65,31.50,31.50,31.70,44,4587,143832.00,
504036,HIND.RECT   ,B ,Q,139.00,142.00,137.00,137.40,137.00,139.55,8,150,20776.00,
504058,NIPPOBATRY  ,B ,Q,790.00,819.90,780.00,800.10,800.00,805.65,12,73,58374.00,
504067,ZENSAR TECH.,B ,Q,1232.00,1233.60,1190.00,1200.10,1190.00,1236.60,177,1389,1679027.00,
504076,JYOTI LTD.  ,X ,Q,51.70,53.95,50.35,53.95,53.95,53.00,9,266,13687.00,
504092,INDOKEM LTD.,X ,Q,18.50,19.60,18.50,18.50,18.50,18.95,8,980,18340.00,
504093,PANA ENERG  ,X ,Q,338.10,351.00,338.10,342.20,340.00,345.00,50,4700,1616037.00,
504112,NELCO LTD.  ,T ,Q,189.30,191.85,186.00,186.65,186.10,189.90,70,4947,930716.00,
504132,PERM MAGNETS,X ,Q,92.00,95.00,88.00,94.55,95.00,89.00,24,2448,227163.00,
504176,HIGH ENERGY ,X ,Q,435.00,435.00,426.00,426.00,426.00,440.00,4,65,28029.00,
504212,UNIV.CABLE  ,B ,Q,151.00,152.30,144.60,146.45,146.80,150.70,205,17327,2569688.00,
504220,W.S.INDUSTR.,B ,Q,7.47,7.47,6.62,6.65,6.65,7.20,10,571,3940.00,
504258,LAKSHMI ELEC,X ,Q,630.00,634.90,612.00,624.90,624.90,624.35,42,952,594797.00,
504286,DELTA MAG   ,B ,Q,50.55,54.00,50.50,51.70,54.00,53.05,4,150,7752.00,
504369,GRANDMA TRAD,XT,Q,3.68,3.68,3.68,3.68,3.68,3.75,1,5,18.00,
504614,SARDA ENMIN ,B ,Q,455.00,455.00,427.00,429.70,429.70,439.15,298,7805,3382827.00,
504646,BHAGWATI AUT,X ,Q,114.05,120.25,114.05,116.75,116.75,120.00,8,429,49809.00,
504701,GONTER PEIP ,XT,Q,5.90,5.90,5.90,5.90,5.90,5.64,1,1,5.00,
504713,HIND.WIR LTD,X ,Q,37.20,37.20,37.10,37.20,37.10,39.00,2,120,4462.00,
504741,IND.HUME PIP,B ,Q,332.60,332.60,316.25,317.50,317.50,322.50,71,2781,900328.00,
504786,INVEST &PREC,X ,Q,404.55,411.10,372.00,396.35,393.00,414.90,106,9233,3583041.00,
504840,KAIRA CAN CO,XT,Q,1174.00,1174.00,1062.20,1170.00,1170.00,1118.10,12,43,50140.00,
504879,ORIENT ABRAS,B ,Q,35.50,37.20,35.20,35.80,36.30,37.05,54,5951,215214.00,
504903,RATHI ST    ,Z ,Q,1.83,1.91,1.83,1.91,1.91,1.82,3,2048,3831.00,
504908,DUNCANENG   ,X ,Q,69.30,75.95,69.25,75.90,75.90,72.35,7,1126,78838.00,
504918,SANDUR MANG.,X ,Q,1023.00,1040.00,1007.00,1009.25,1007.05,1033.15,100,1653,1692511.00,
504959,STOVAC IND. ,X ,Q,2824.00,2938.00,2760.00,2795.45,2799.95,2824.60,89,405,1138859.00,
504961,TATA YODOGAW,X ,Q,57.95,57.95,53.15,55.95,56.00,55.45,25,1787,99663.00,
504966,TINPLATE    ,B ,Q,210.00,210.10,198.00,198.95,198.95,209.90,1857,180238,36329492.00,
504973,TIFHL       ,A ,Q,687.35,700.00,675.15,691.70,691.70,687.15,39,211,145888.00,
504988,WELCAST     ,X ,Q,782.00,782.00,782.00,782.00,782.00,783.05,1,1,782.00,
505010,AUTO AXLES  ,B ,Q,1530.00,1548.70,1510.00,1514.35,1518.55,1527.75,158,1156,1761167.00,
505029,ATLAS CYCLES,T ,Q,153.00,153.00,145.15,146.00,146.00,148.20,15,782,116515.00,
505036,AUTO COR.GOA,X ,Q,1070.00,1070.00,1030.00,1032.25,1050.00,1060.45,80,825,857723.00,
505075,SETCO AUTO  ,B ,Q,55.95,56.70,51.80,52.95,53.10,55.45,670,99973,5327446.00,
505141,SCOOTERS IND,T ,Q,55.00,55.00,52.00,52.00,52.00,54.00,4,375,20250.00,
505160,TALBROS AUTO,B ,Q,306.00,307.30,295.45,297.55,300.00,303.50,118,6755,2038679.00,
505163,ZF STEERING ,B ,Q,1004.00,1026.85,995.00,1000.60,999.90,1014.30,204,2431,2456389.00,
505192,SMLISUZU    ,B ,Q,758.50,773.75,751.00,753.65,751.00,762.00,151,1755,1334250.00,
505196,TIL LTD.    ,B ,Q,517.90,520.00,500.00,504.95,517.10,513.60,72,859,437131.00,
505200,EICHER MOTOR,A ,Q,30836.00,30924.50,30350.05,30471.95,30451.50,30861.15,535,1288,39432114.00,
505216,ALFRED HERB ,X ,Q,871.10,900.00,871.10,900.00,900.00,871.85,4,21,18322.00,
505230,CIMMCO      ,B ,Q,73.05,77.45,71.25,75.10,77.45,73.60,35,3271,240093.00,
505232,VELJAN      ,X ,Q,1070.00,1092.00,1030.50,1057.55,1078.00,1035.50,29,235,249149.00,
505242,DYNAMAT.TECH,B ,Q,1910.00,1913.50,1890.55,1895.25,1890.55,1914.00,22,264,501903.00,
505250,G.G.DANDEKAR,X ,Q,78.65,83.00,70.65,77.00,77.00,76.50,44,2710,210931.00,
505255,GMM PFAUDLER,B ,Q,833.20,833.20,812.05,827.55,830.00,818.10,35,636,526003.00,
505283,KIRLOSAR PN ,B ,Q,962.35,972.00,956.00,965.60,965.60,951.65,75,1387,1337535.00,
505299,KULK-POWER  ,X ,Q,79.90,79.95,75.55,75.55,75.55,76.35,11,1050,81728.00,
505302,LAXMI AUTOLM,XT,Q,60.40,60.40,60.40,60.40,60.40,60.40,1,41,2476.00,
505324,MANUGRAPH IN,B ,Q,43.70,43.70,41.35,41.80,41.80,45.40,143,22322,940504.00,
505343,MONOTYPE IND,X ,Q,0.67,0.67,0.65,0.65,0.65,0.66,50,136072,89064.00,
505355,NESCO LTD   ,B ,Q,561.90,566.55,555.00,556.20,557.90,560.70,114,3485,1943836.00,
505358,INTEGRA ENG ,X ,Q,53.45,55.80,52.80,53.30,53.00,54.55,29,4560,243238.00,
505368,REVATHI EQU.,B ,Q,555.00,563.00,540.00,557.05,560.00,562.60,23,198,108519.00,
505400,TEXINFRA    ,B ,Q,68.90,69.10,68.25,68.85,69.00,69.30,77,15381,1057149.00,
505412,WENDT(INDIA),B ,Q,3134.00,3177.55,3055.85,3083.50,3124.95,3135.85,27,293,917670.00,
505509,RESPON IND  ,B ,Q,74.10,76.65,74.00,74.15,74.55,76.40,48,2555,191641.00,
505523,MAHA CORP   ,X ,Q,0.30,0.30,0.29,0.29,0.29,0.30,2,1005,291.00,
505526,DOLAT INV.  ,X ,Q,23.04,23.04,23.04,23.04,23.04,21.95,73,87515,2016345.00,
505533,WESTLIFE DEV,B ,Q,392.00,400.70,377.00,380.55,380.55,389.40,986,59100,22966255.00,
505537,ZEE ENTER   ,A ,Q,591.90,596.20,572.00,577.65,578.00,593.00,717,1388774,810323386.00,
505576,GOLDCORP    ,X ,Q,51.05,51.25,51.05,51.25,51.25,51.80,4,683,34963.00,
505590,SVPGLOB     ,X ,Q,310.00,310.00,297.10,301.30,297.10,308.90,66,3546,1069770.00,
505665,ANTIF BEARNG,X ,Q,405.00,418.00,401.00,412.90,412.90,408.60,11,135,54689.00,
505681,BIMETAL BEAR,X ,Q,572.00,576.95,570.00,570.00,570.00,556.05,28,941,538391.00,
505688,BHARAT GEARS,B ,Q,179.00,179.00,167.50,168.05,167.50,173.90,80,5089,858608.00,
505700,ELECON ENG  ,B ,Q,70.65,72.00,70.00,70.50,71.00,70.40,244,28955,2051607.00,
505710,GRAUER& WEIL,B ,Q,59.65,60.70,58.50,58.80,58.80,59.55,519,87495,5170626.00,
505712,GUJ.AUTO GE ,X ,Q,250.50,250.50,245.00,248.30,247.00,255.00,32,875,216848.00,
505714,GABRIEL(I)  ,B ,Q,150.95,150.95,146.00,146.65,147.00,146.15,420,22601,3330150.00,
505720,HERC.HOISTS ,B ,Q,131.65,135.75,130.55,131.55,131.55,132.05,199,7497,990447.00,
505726,IFB IND.LTD.,B ,Q,1293.35,1314.35,1288.85,1301.70,1301.70,1295.80,88,389,504530.00,
505729,SINGER INDIA,X ,Q,60.00,61.90,58.40,58.75,58.75,59.45,637,248147,15019106.00,
505737,INTER.COMBUS,X ,Q,437.10,437.10,395.10,402.95,402.95,437.90,131,2165,894019.00,
505744,FED MOG GOE ,B ,Q,450.20,453.00,435.20,437.50,439.95,448.10,227,1091,485787.00,
505750,JOSTS ENG.  ,X ,Q,1151.00,1194.00,1150.00,1184.00,1184.00,1173.95,28,103,120414.00,
505790,SCHAEFFLER  ,B ,Q,5310.00,5360.00,5250.00,5294.35,5320.95,5300.05,169,652,3441136.00,
505800,RANE HOLDIN ,B ,Q,2376.00,2574.00,2376.00,2489.30,2500.00,2451.80,55,177,440370.00,
505827,SNL BEARINGS,X ,Q,412.60,420.90,403.00,413.60,412.00,410.00,38,980,404107.00,
505840,JAIPAN INDUS,XT,Q,45.10,45.10,45.10,45.10,45.10,47.45,7,252,11365.00,
505850,MANCREDIT   ,X ,Q,4.50,4.85,4.25,4.76,4.76,4.41,423,1418636,6624350.00,
505854,TRF LTD.    ,B ,Q,220.75,220.75,215.05,216.55,216.90,218.25,61,1522,329736.00,
505872,WPIL LTD.   ,X ,Q,532.00,547.80,530.00,531.00,531.00,544.00,97,3653,1961008.00,
505890,KENNAMETAL  ,B ,Q,820.00,825.00,775.00,810.00,803.00,813.25,1030,13822,11165467.00,
505893,HIND.HARDY  ,XT,Q,110.75,110.75,108.00,110.70,110.70,105.50,10,1054,116362.00,
505978,TRITON VALVE,X ,Q,1897.00,1930.00,1890.00,1900.75,1900.75,1916.15,25,269,515610.00,
506016,JRIIIL      ,Z ,Q,0.70,0.70,0.70,0.70,0.70,0.70,8,2111,1477.00,
506022,PRAKASH IND.,B ,Q,180.00,186.70,178.80,180.95,180.95,182.85,2311,204828,37367851.00,
506027,BHORUKA ALU.,X ,Q,0.56,0.56,0.56,0.56,0.56,0.54,1,1000,560.00,
506074,ARSHIYA     ,B ,Q,64.00,64.00,58.35,60.10,60.10,64.40,154,12587,762445.00,
506076,GRIND NORTON,B ,Q,529.95,530.00,523.00,526.70,528.00,528.50,26,239,125900.00,
506079,LAKSHMI PREC,B ,Q,31.00,31.00,27.65,27.95,27.80,30.00,67,18593,517139.00,
506105,STANROSE MAF,X ,Q,145.05,146.05,145.05,145.10,145.05,146.05,9,223,32358.00,
506109,GENESYS INT.,B ,Q,253.00,259.95,245.55,251.00,248.50,255.80,198,8041,2034604.00,
506122,PANKAJPIYUS ,X ,Q,49.00,64.95,49.00,61.00,61.00,60.00,8,270,15162.00,
506128,PARNAXLAB   ,X ,Q,61.95,61.95,58.60,59.85,59.85,60.45,36,9967,588619.00,
506142,VYAPAR INDS ,X ,Q,25.65,28.10,25.65,26.30,26.30,26.80,3,52,1456.00,
506146,VISAGAR POL ,B ,Q,0.91,0.95,0.90,0.91,0.93,0.91,25,49851,45562.00,
506159,ASISL       ,XT,Q,5.73,5.73,5.73,5.73,5.73,5.46,1,1,5.00,
506184,KANANI IND  ,B ,Q,7.70,7.70,7.70,7.70,7.70,8.15,1,100,770.00,
506186,GALAXY ENTER,XT,Q,27.00,27.00,25.00,26.00,26.00,26.00,18,8476,223071.00,
506194,ARIH SUPER  ,B ,Q,140.55,145.50,132.00,135.00,135.00,140.55,120,13991,1906737.00,
506197,BLISSGVS PH ,B ,Q,200.00,202.55,199.50,201.25,199.50,200.70,330,98894,19840476.00,
506222,INEOSSTYRO  ,B ,Q,860.00,868.10,853.00,862.05,853.00,878.50,32,241,208391.00,
506235,ALEMBIC LTD.,B ,Q,51.95,52.05,50.60,50.75,50.90,51.95,306,50294,2570027.00,
506248,AMINES&PLAST,X ,Q,64.00,65.00,62.15,64.00,64.00,65.05,62,13507,860183.00,
506260,ANUH PHARMA ,X ,Q,160.80,168.35,160.75,163.90,163.90,163.50,40,1504,247015.00,
506261,MODISON MET.,X ,Q,56.85,58.75,56.10,57.00,57.00,56.85,39,6037,343140.00,
506285,BAYER CROP  ,A ,Q,4350.70,4645.00,4330.80,4526.20,4645.00,4397.65,76,107,479862.00,
506390,CLARI CHEM  ,B ,Q,562.00,574.00,555.00,559.80,559.80,551.75,370,7777,4386406.00,
506395,COROM INTER ,A ,Q,450.00,450.10,444.00,446.35,447.00,449.95,302,6601,2949222.00,
506401,DEEPAK NITR.,B ,Q,260.00,261.00,250.30,254.15,254.40,255.85,487,13020,3337943.00,
506405,DHARAMSI CHM,X ,Q,105.00,110.50,105.00,109.75,110.00,106.00,160,29414,3188964.00,
506414,DIL LTD     ,X ,Q,3790.00,3800.00,3635.05,3694.95,3700.00,3750.75,129,2848,10511888.00,
506480,GOCLCORP    ,B ,Q,506.00,507.10,481.05,491.30,495.00,487.65,53,1187,582476.00,
506520,JAYSHRI CHEM,X ,Q,13.30,15.25,13.30,14.65,14.65,14.85,49,22339,327493.00,
506522,JL MORISON  ,X ,Q,1695.00,1695.00,1640.00,1640.00,1640.00,1656.60,5,25,41886.00,
506525,KANORIA CHEM,B ,Q,73.50,74.25,71.75,72.45,72.35,72.95,66,6260,456696.00,
506528,KELTECH EN. ,X ,Q,1463.90,1463.90,1375.00,1406.00,1406.00,1415.70,28,432,611160.00,
506530,KEMP & CO.  ,X ,Q,627.00,627.00,627.00,627.00,627.00,660.00,2,20,12540.00,
506532,NITTA GELA  ,X ,Q,193.00,200.05,193.00,197.25,197.00,191.20,42,1436,284098.00,
506579,ORIENT.CARB.,B ,Q,1155.00,1170.00,1145.50,1146.80,1146.00,1163.25,57,559,644887.00,
506590,PHIL.CARBON ,B ,Q,238.00,240.35,230.00,231.25,231.25,233.15,1870,101135,23685414.00,
506597,AMAL PRODUCT,X ,Q,140.00,142.70,136.00,137.80,139.00,140.65,45,3409,476739.00,
506605,POLYCHEM    ,X ,Q,370.00,370.00,370.00,370.00,370.00,355.35,4,70,25900.00,
506618,PUN.CHEM    ,B ,Q,519.00,525.80,506.05,520.70,520.00,513.05,76,1715,890278.00,
506642,SADHANA NITR,X ,Q,468.85,472.00,468.85,468.85,468.85,478.40,91,4278,2005919.00,
506655,SUDARSH.CHEM,B ,Q,540.00,549.00,495.00,498.55,498.55,538.95,961,23222,11920503.00,
506685,ULTRAMARINE ,X ,Q,313.00,313.00,299.25,306.60,305.00,312.95,259,10016,3035728.00,
506687,TRANSPEK    ,X ,Q,1480.00,1490.00,1464.00,1469.95,1465.00,1499.55,58,1598,2353796.00,
506690,UNICHEM LAB ,B ,Q,275.35,277.85,269.40,273.30,273.40,277.40,231,8576,2338127.00,
506720,ZANDUREALTY ,B ,Q,1900.00,1915.95,1885.00,1897.50,1905.00,1907.50,19,147,279435.00,
506734,MYS PETRO   ,X ,Q,116.00,116.00,109.00,110.05,114.00,116.00,22,1489,166533.00,
506767,ALKYL AMINES,B ,Q,619.90,630.85,616.00,617.95,617.95,621.40,36,867,538657.00,
506808,TUTICORIN.  ,XT,Q,7.05,7.05,6.90,6.90,6.90,7.05,7,1050,7288.00,
506820,ASTRAZEN.PH.,B ,Q,1098.00,1115.20,1090.05,1111.10,1110.00,1118.15,104,1568,1736956.00,
506852,PUN.ALKALI  ,X ,Q,46.00,47.75,45.50,47.20,47.20,46.45,146,91048,4266336.00,
506854,TANFAC IND. ,X ,Q,115.10,120.00,112.25,113.40,112.50,118.45,38,3354,385396.00,
506858,GUJ.PETRO   ,XT,Q,22.05,23.45,22.00,22.35,23.45,22.80,5,134,2971.00,
506863,SWADESHI IND,X ,Q,0.75,0.78,0.75,0.78,0.78,0.75,87,88831,69253.00,
506879,GUJ.THEMIS. ,X ,Q,41.50,41.50,38.00,39.10,38.30,40.10,75,5996,236059.00,
506910,JAYSN DYEST ,X ,Q,66.30,73.00,66.30,73.00,73.00,73.00,9,200,13915.00,
506919,MAKERS LAB. ,X ,Q,83.00,83.00,80.80,81.00,81.00,83.70,7,376,30737.00,
506943,J.B.CHEMICAL,B ,Q,320.05,333.00,308.00,314.90,314.00,320.10,348,8539,2728958.00,
506981,BL.CHIP TEX ,X ,Q,252.00,252.00,224.15,232.50,227.00,248.95,65,4605,1093983.00,
507155,JAGATJIT IND,XT,Q,96.50,96.50,95.95,95.95,95.95,101.00,12,1456,139824.00,
507180,KESAR ENT.  ,B ,Q,37.00,37.00,33.55,34.20,34.20,36.60,15,1464,50775.00,
507205,TILAKNAG IND,B ,Q,20.25,20.25,19.25,19.65,19.80,19.85,83,20172,398233.00,
507315,SAKTHI SUGAR,B ,Q,14.65,14.95,14.45,14.70,14.95,14.85,43,7904,116171.00,
507410,WALCHANDNGR ,B ,Q,158.00,159.20,152.50,153.25,153.25,158.90,672,53823,8310445.00,
507435,KHOD.INDIA  ,XT,Q,68.85,72.90,68.80,72.90,72.90,72.05,11,874,61965.00,
507438,IFB AGRO    ,T ,Q,699.40,699.40,655.00,655.00,655.00,675.45,23,328,221153.00,
507442,DHARANI SUG ,T ,Q,15.90,16.50,15.90,15.95,15.95,16.25,14,4315,70104.00,
507474,KOTHARI FERM,X ,Q,52.60,54.00,52.60,53.80,53.80,52.60,13,1536,80926.00,
507488,G.M.BREWERI ,B ,Q,1040.00,1045.70,1004.15,1010.10,1010.05,1043.15,274,3404,3465039.00,
507490,RANA SUGARS ,B ,Q,4.60,4.60,4.18,4.33,4.34,4.53,127,98001,422820.00,
507508,RIGA SUGAR  ,XT,Q,7.66,7.66,7.66,7.66,7.66,8.06,5,510,3906.00,
507514,SOM DISTILL.,B ,Q,281.35,288.40,270.25,275.60,275.60,281.15,819,41490,11539605.00,
